"","type","Anxiety","AngryHostility","Depression","Selfconsciousness","Impulsiveness","Vulnerability","Warmth","Gregariousnness","Assertiveness","Activity","ExcitementSeeking","PositiveEmotions","Fantasy","Aesthetics","Feeling","Actions","Ideas","Values","Trust","Straightforwardness","Altruism","Compliance","Modesty","TenderMindedness","Competence","Order","Dutifulness","AchievementStriving","SelfDiscipline","Deliberation","target"
"1",3.05902320501826e-07,0.974533541925026,0.98137578624655,0.902003730685937,0.914983672079738,0.95106842828812,0.938777085857783,0.936843910572844,0.889187223039447,0.996943638261302,0.913399009454787,0.950100482282331,0.98263098438407,0.954585014147816,0.885501169221907,0.899086756901551,0.976794727449577,0.929879963805964,0.891937020027242,0.889117296800434,0.985578164722101,0.99475071512824,0.937464612241233,0.910329612017042,0.896451695470535,0.931457881113176,0.974619464175868,0.998629075121962,0.897665651629996,0.990006141309142,0.924684858889851,3.95124371858143
"2",1.46248622725123e-31,0.962837670029524,0.925301117925442,0.951072872267918,0.982029876500191,0.899973025352439,0.97523956564473,0.927584341536308,0.935802405281003,0.938300016823246,0.85323177177702,0.955268435090856,0.994585097700657,0.972526821674219,0.919379822158541,0.876025054576153,0.939763435571188,0.991181717882498,0.894791611420531,0.916169058028757,0.851283222427954,0.970177262362615,0.959624935120954,0.994117168700216,0.934027038326116,0.833616146865076,0.94269852683346,0.992729590584803,0.940797343968494,0.938832007606006,0.840649770291005,3.91202300542815
"3",0.367879441171442,0.918158046930706,0.907563440062566,0.967116623476695,0.99289464332881,0.998567562422637,0.952541215988875,0.887760725073586,0.930672219579292,0.936217479891613,0.912270360020894,0.991382250105494,0.916286779135113,0.962638423927609,0.897820280836929,0.914796903761251,0.977109559644992,0.962783759097156,0.921378481915767,0.910364056619642,0.98212388788939,0.96604331077863,0.890006673783887,0.948787882183319,0.911605414921394,0.933150203383526,0.962405971051621,0.901465240181536,0.960434434599356,0.910449710130781,0.91931713911052,3.85014760171006
"4",0.0497870683678639,0.952969620913484,0.944217585905089,0.975461345907442,0.991752124520348,0.935747450014386,0.96145259239859,0.926824669001345,0.95506127655514,0.998358078161212,0.890311397734846,0.993823677897919,0.961718271215617,0.979934140021365,0.931530913932655,0.900540920693989,0.980773221714156,0.984196159334705,0.932551807798158,0.929545234709351,0.949042413862777,0.967534972727194,0.942548005443067,0.987257385895722,0.947801878706117,0.900616562450876,0.985070501535926,0.967251338520769,0.969980370374766,0.924741415963465,0.895726326338539,3.8286413964891
"5",5.60279643753727e-09,0.990116954538881,0.990254356770739,0.900804993164659,0.914643528734384,0.899207185262973,0.942099017633958,0.944742514037842,0.892578414584219,0.958878669852813,0.874176521207871,0.947130665504803,0.961828823710977,0.94638881337627,0.888738005609938,0.868652052724029,0.980323461344521,0.919367319319649,0.882414738001468,0.882845451104922,0.927281955805203,0.993139164737398,0.958063051960764,0.930244109504477,0.903798882051031,0.887411079087814,0.959512666910055,0.963416769168219,0.894558855691022,0.979453267672719,0.88448005388194,3.80666248977032
"6",5.24288566336346e-22,0.888234848879037,0.999612744820861,0.921226420781406,0.922708785822896,0.904148469056949,0.864473918973405,0.926213586971401,0.903884324967813,0.980416633082542,0.874532902777079,0.992530956775867,0.983571573718525,0.995705659818909,0.886275511088614,0.859689317604649,0.887259366403989,0.947681537485307,0.904399495490263,0.877991147991438,0.985798303516976,0.912592398926339,0.929728308987961,0.927104719132817,0.909075584012482,0.925543296411877,0.956551441011273,0.993304332223006,0.918643479670801,0.937726616844106,0.907978048180715,3.78418963391826
"7",0.367879441171442,0.92782065283477,0.919648896181097,0.975036950293942,0.994543057394702,0.993888437203586,0.954964274867813,0.902676694743674,0.944065783752594,0.949882901563242,0.920400977775289,0.988672558095178,0.92698057017412,0.964327625293616,0.915841227483518,0.923357990497077,0.977468446992143,0.963433350498435,0.933466673806524,0.926412347613467,0.988398648543526,0.966040126440589,0.906138440922612,0.96078637345309,0.929306198538304,0.936777077708746,0.964108220038054,0.916044827314525,0.970768768762228,0.92151586163961,0.926375513321026,3.76120011569356
"8",2.9374821117108e-30,0.908885042847826,0.967312506099905,0.973525103790661,0.988306915016844,0.995916253950245,0.92740276007578,0.995306075103203,0.976522074581318,0.947599145992538,0.985498872480597,0.942096362882062,0.963052294629158,0.950848211431995,0.98732487118105,0.996221561652632,0.906020575516188,0.983745984726975,0.961342716883309,0.995225290485847,0.918260546357245,0.924729533318979,0.993830743423692,0.994711612755329,0.98248408207839,0.943979097389097,0.926025396202635,0.978969778317221,0.971000724796794,0.969471006844525,0.959476419296977,3.73766961828337
"9",2.9374821117108e-30,0.908885042847826,0.967312506099905,0.973525103790661,0.988306915016844,0.995916253950245,0.92740276007578,0.995306075103203,0.976522074581318,0.947599145992538,0.985498872480597,0.942096362882062,0.963052294629158,0.950848211431995,0.98732487118105,0.996221561652632,0.906020575516188,0.983745984726975,0.961342716883309,0.995225290485847,0.918260546357245,0.924729533318979,0.993830743423692,0.994711612755329,0.98248408207839,0.943979097389097,0.926025396202635,0.978969778317221,0.971000724796794,0.969471006844525,0.959476419296977,3.73766961828337
"10",4.13993771878517e-08,0.879616437604214,0.864986570806384,0.950579964106027,0.925738773050751,0.959745185302089,0.969529926998331,0.870681388621462,0.999958133504755,0.894498310399363,0.929456432665222,0.928567257648651,0.84426338876227,0.888287207160677,0.944205111726211,0.949156693359038,0.97380504818344,0.86683264923332,0.977364449157353,0.961502562526012,0.957027231201433,0.936893430046064,0.87544979964208,0.989613642000794,0.959664243802082,0.948184137785578,0.904911591709715,0.837871981127129,0.955446988682201,0.856953498777173,0.93194936627765,3.71357206670431
"11",2.26032940698105e-06,0.909806734802989,0.902426095147628,0.943606197787556,0.927792053972891,0.971009148478452,0.975328703033396,0.90939636481994,0.975645255561904,0.952829459197672,0.904975468984338,0.930012282753084,0.886608136978601,0.904226483862363,0.977820300307214,0.931814681612577,0.973107399448653,0.88855129609023,0.98861042798275,0.97884676165396,0.974732266007377,0.935707110470211,0.927469580289338,0.951925978665518,0.996186714642971,0.915464023639887,0.925045904425741,0.900538515196115,0.947692386810835,0.868859677703355,0.907372958248164,3.58351893845611
"12",1.28062763892208e-57,0.929061948937273,0.870786801172816,0.924059007841679,0.972946452190161,0.985666987075161,0.927264434375355,0.889956624573524,0.896228101374424,0.973162718222263,0.888378025934057,0.913617357024786,0.984450968397511,0.951273645621522,0.880871493474814,0.907039891467172,0.874432484035051,0.999507081557013,0.865730899442838,0.900878865705037,0.879216839365668,0.910904638273287,0.909045773733603,0.943187102801349,0.88658163879266,0.850209493421158,0.911994667207902,0.946999723118314,0.912054165081348,0.959084779355448,0.858932902587195,3.52636052461616
"13",2.9374821117108e-30,0.908885042847826,0.967312506099905,0.973525103790661,0.988306915016844,0.995916253950245,0.92740276007578,0.995306075103203,0.976522074581318,0.947599145992538,0.985498872480597,0.942096362882062,0.963052294629158,0.950848211431995,0.98732487118105,0.996221561652632,0.906020575516188,0.983745984726975,0.961342716883309,0.995225290485847,0.918260546357245,0.924729533318979,0.993830743423692,0.994711612755329,0.98248408207839,0.943979097389097,0.926025396202635,0.978969778317221,0.971000724796794,0.969471006844525,0.959476419296977,3.49650756146648
"14",2.9374821117108e-30,0.908885042847826,0.967312506099905,0.973525103790661,0.988306915016844,0.995916253950245,0.92740276007578,0.995306075103203,0.976522074581318,0.947599145992538,0.985498872480597,0.942096362882062,0.963052294629158,0.950848211431995,0.98732487118105,0.996221561652632,0.906020575516188,0.983745984726975,0.961342716883309,0.995225290485847,0.918260546357245,0.924729533318979,0.993830743423692,0.994711612755329,0.98248408207839,0.943979097389097,0.926025396202635,0.978969778317221,0.971000724796794,0.969471006844525,0.959476419296977,3.49650756146648
